1001,76502379,7
1002,76502380,18
1003,76502381,7
1004,76502382,96
1005,76502383,3
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
1006,76502384,88
